Date,Open,High,Low,Close,Volume
19-Jan-14,56.9,59,55.15,57.95,22245306.3
19-Jan-14,433.2,442.05,399.5,411.35,21453541.1
19-Jan-14,78.2,80.15,75.2,76.45,142900540.4
19-Jan-14,68,68.8,66.5,68.25,213633510.1
19-Jan-14,240,244.8,235,238.55,9034947
19-Jan-14,78,78.6,76.15,77.4,12275905.95
19-Jan-14,102,104.25,101.15,103.15,1381095305
19-Jan-14,46,46.45,45.5,45.8,43904328.25
19-Jan-14,45.75,46.45,44.1,45.6,1669649.9
19-Jan-14,972.65,1005,955,989.35,32043299.9
19-Jan-14,222.65,224.5,216.1,222.35,48274774.05
19-Jan-14,714,749,711.15,741.75,71541461.15
19-Jan-14,640,668.9,636.55,665.2,230092074.6
19-Jan-14,83,83,79.1,80.8,1601089.45
19-Jan-14,372.25,377.2,365.1,372.1,14288166.4
19-Jan-14,565.05,575,558.45,570.6,7960985.85
19-Jan-14,130.55,133.9,126.1,129.55,3025127.95
19-Jan-14,171.9,171.9,171.9,171.9,171900
19-Jan-14,146.25,147.65,144.15,145.45,525370137.5
19-Jan-14,270,274.95,265.5,268.9,353213.85
19-Jan-14,1933.95,1943.85,1490.05,1932.75,4157130.9
19-Jan-14,142,146,140,141.35,4733600
19-Jan-14,530,535,517.25,531.6,206656653.4
19-Jan-14,685,687.3,666,675.25,19484798.65
19-Jan-14,44.75,45.45,43.6,44.7,268991367.8
19-Jan-14,192,192,147.1,149.45,24256242.4
19-Jan-14,259,264.2,252.1,257.6,32086556.1
19-Jan-14,468.5,471.6,459.65,468.75,1565813548
19-Jan-14,9.8,10.3,9.8,9.8,343333.15
19-Jan-14,50.9,51.3,47.3,48.05,3977732
19-Jan-14,389,389,352.85,353.85,26708088.3
19-Jan-14,3.95,4.1,3.75,3.95,37858515.3
19-Jan-14,7.25,7.35,6.7,6.95,367677.25
19-Jan-14,422,425,420,423.25,4322146.3
19-Jan-14,438,438,414.05,424.95,13386055.8
19-Jan-14,160.8,167.85,160.35,166.1,69903848.55
19-Jan-14,105.1,108.5,101.3,103.6,71398.7
19-Jan-14,42.6,44.85,42.6,44.3,4090382.2
19-Jan-14,1016.05,1022.65,990,1003.6,10709616.75
19-Jan-14,139.1,139.75,135.15,137.65,224324511.4
19-Jan-14,214.05,219.9,212,214.7,82472479.45
19-Jan-14,239.35,242,234,237.8,15001516.7
19-Jan-14,163,164.5,156,160.85,3805119.05
19-Jan-14,41.65,41.7,41.65,41.7,500000
19-Jan-14,0.85,0.85,0.85,0.85,3147.5
19-Jan-14,307.7,311,296,299.05,19831263.05
19-Jan-14,13.8,13.85,13,13.55,2266575
19-Jan-14,80.4,83.7,77.2,80.55,153854237.1
19-Jan-14,113.1,116.85,113,115.3,33490890.1
19-Jan-14,931.25,943,925.1,934.65,60611477.05
19-Jan-14,450.75,460,440.8,450.95,53434333.6
19-Jan-14,426.85,429.95,420.9,425.4,16278805.05
19-Jan-14,335.25,336.15,322.05,324,142085979
19-Jan-14,436.7,459.5,426.45,447.2,72757672.1
19-Jan-14,793,798.5,777,782.75,59491513.8
19-Jan-14,77.4,79.7,77.4,78.05,116144.95
19-Jan-14,6694.85,6772.95,6600,6682.35,38209079
19-Jan-14,39.7,40.45,38.8,39.25,7704367.95
19-Jan-14,128.75,129.4,126.3,127.4,13510839.55
19-Jan-14,264,266,264,266,6625000
19-Jan-14,70.8,72.35,67.6,68.4,249458470.9
19-Jan-14,651.05,675,640,652.2,200200.2
19-Jan-14,2477.9,2489,2455,2473.6,39035352.9
19-Jan-14,630,631.1,614.5,624.3,200259721.7
19-Jan-14,220,220,220,220,220000
19-Jan-14,159.4,164,156.5,158.95,10947499.5
19-Jan-14,37.4,38.85,36.95,37.05,890817.2
19-Jan-14,142.45,156.5,142.45,152.95,4420582
19-Jan-14,997,1001.9,975,980.4,59449056.15
19-Jan-14,150.1,154.25,148.45,149.75,55710430.6
19-Jan-14,22.9,23.35,22.15,22.65,1552145216
19-Jan-14,449.7,459.8,448,456.7,99269053.65
19-Jan-14,495,502.8,485.25,495.25,626278780.9
19-Jan-14,1020,1049,982.7,1037.1,370521926.6
19-Jan-14,621.05,630,613.85,620.5,2268680.65
19-Jan-14,989.8,994.5,976,989.8,49362910.9
19-Jan-14,605,607.95,588.5,592.5,135069968.3
19-Jan-14,1036.8,1055,1035.05,1050.95,671710890.1
19-Jan-14,605.2,623.85,605.2,621.85,198322771.3
19-Jan-14,795.35,830,793.05,824.05,114449522.1
19-Jan-14,0.65,0.65,0.55,0.55,1778522.85
19-Jan-14,120.35,126.25,114,123.5,32127447.45
19-Jan-14,20.9,20.9,20,20.65,404065.25
19-Jan-14,26.85,27.45,25.75,26.35,861426.35
19-Jan-14,2680,2697.8,2675.05,2694.7,26913255.65
19-Jan-14,80.5,89.9,80.4,81.7,3924244.6
19-Jan-14,211.1,221.75,211,215,14117149.4
19-Jan-14,271.1,274.75,271.1,273.35,470943.1
19-Jan-14,2645,2661.55,2644.65,2658.3,3663115.45
19-Jan-14,17,14.3,16.7,17.1,363167.85
19-Jan-14,119.6,127,115.25,125.75,45803571.7
19-Jan-14,496,521,487.5,493.95,464629490.2
19-Jan-14,152.1,155,150.35,153.15,38859643.5
19-Jan-14,211,214,207.5,210.65,5648673
19-Jan-14,135.7,137.45,133.75,135.6,161629464.4
19-Jan-14,760,788,742,779.6,2048398421
19-Jan-14,1220,1231.55,1145.1,1223.55,903071644.9
19-Jan-14,176.1,142,170.7,178.85,56508381.1
19-Jan-14,137.1,138.9,135.2,137.25,129465140.5
19-Jan-14,1211,1246.85,1190,1209.55,1267676.8
19-Jan-14,367.7,378.05,357.05,371.35,23119850.35
19-Jan-14,13.2,13.35,12.7,13,12701400.45
19-Jan-14,548.3,552.95,540.2,547.4,348504758.9
19-Jan-14,2145.65,2145.65,2145.65,2145.65,133030.3
19-Jan-14,1590,1590,1538,1546.7,2343089.5
19-Jan-14,600,717.7,580,687.8,1795909975
19-Jan-14,36.4,37.2,35.8,36.1,4971286.5
19-Jan-14,151,153.95,150.5,152.5,273146854.6
19-Jan-14,6620,6720,6540,6641.4,81374252.95
19-Jan-14,215.3,217,206.45,211.1,124884208.5
19-Jan-14,32.9,38.9,32.35,38.7,61284915.75
19-Jan-14,15.5,15.5,14.75,15.1,2497715.4
19-Jan-14,6.35,6.4,6.2,6.3,34570213.95
19-Jan-14,19.1,19.1,14.4,19,124394.55
19-Jan-14,22.5,23.3,21.35,22.65,120252.25
19-Jan-14,168.05,173,165.65,166.65,5172934.45
19-Jan-14,128,132.65,125.5,126.95,24828629.6
19-Jan-14,874,889.6,859.8,876,74572451.1
19-Jan-14,229,237,226.45,233.2,1061980
19-Jan-14,894.85,899,870,888.85,29567729.25
19-Jan-14,852.6,880,852.6,866.75,25420400.3
19-Jan-14,1.3,1.3,1.3,1.3,1472503.1
19-Jan-14,1.3,1.3,1.25,1.25,500206.5
19-Jan-14,73.4,73.5,71.5,71.9,82162.5
19-Jan-14,920,939.95,896.9,923.25,14538010.05
19-Jan-14,84.6,85.5,82.2,82.9,9703756.65
19-Jan-14,86.95,90.6,85.55,87.3,14068282.6
19-Jan-14,22.35,22.95,21.9,22.05,117149082.6
19-Jan-14,4.3,4.3,4.1,4.25,155994.45
19-Jan-14,1036,1036,1002.5,1023.95,1426937.6
19-Jan-14,92.1,94.85,90,91.1,3173975.25
19-Jan-14,42.3,43.5,41.5,42.1,37243435.25
19-Jan-14,830.55,843,821.3,833.2,228404514.6
19-Jan-14,548,551.1,539.6,547.6,533271591
19-Jan-14,64.6,65.5,62.8,64.1,41124777.2
19-Jan-14,47.4,47.95,45.8,46.8,3834828.35
19-Jan-14,36.9,37.5,36.25,36.9,531619134.1
19-Jan-14,288,304.95,288,299.6,92146281
19-Jan-14,56,58.8,54.6,58.5,211125227.1
19-Jan-14,957,967,946.15,958.3,2273115552
19-Jan-14,1497,1912.8,1494.35,1901.25,5392474989
19-Jan-14,435,439,427,435.65,98077690
19-Jan-14,1935.15,1959.9,1919.25,1952.2,5577473373
19-Jan-14,489.25,491.35,477,481.5,1685332850
19-Jan-14,2736.1,2760,2736.1,2751.15,7703712.55
19-Jan-14,1106,1111.4,1104.97,1111.25,742021.67
19-Jan-14,3680.5,3680.5,3680.5,3680.5,3680.5
19-Jan-14,61.5,61.85,59.6,60.9,851335358.6
19-Jan-14,2675,2774.85,2536.1,2774.85,2376108796
19-Jan-14,164,167.7,157.25,162.35,53870076.75
19-Jan-14,146,149.7,146,147,2613148.15
19-Jan-14,804.65,808.45,791.1,800.4,11692050.45
19-Jan-14,3558,3620,3552.3,3589.75,1055322380
19-Jan-14,1605,1638.4,1556.25,1608.9,23194466.95
19-Jan-14,67.9,70.95,67.55,68.05,2162419.4
19-Jan-14,347.95,354.3,346.5,350.4,224251614.9
19-Jan-14,31.1,32.8,30.85,32.5,333894501.6
19-Jan-14,917.9,936.75,893.5,922.4,48317954.3
19-Jan-14,14.1,14.4,13.65,14.4,16998307.65
19-Jan-14,227,229.7,224.25,226.05,10661651.9
19-Jan-14,1534.2,1715,1516.9,1652.3,71544595.7
19-Jan-14,40.75,41.7,39,39.3,4631495.15
19-Jan-14,400,401.9,389.1,391.7,50117229.75
19-Jan-14,254,259.35,252.2,258,1504533431
19-Jan-14,510,515,496.6,501.9,1737743.7
19-Jan-14,87.4,88.1,85,86.9,209306194
19-Jan-14,9.25,9.25,8.7,9,145981.3
19-Jan-14,10.45,10.9,9.95,10.05,4801242
19-Jan-14,161.4,165,161.2,164.8,124249.6
19-Jan-14,132.5,134.85,129.35,132.1,99852498.65
19-Jan-14,413.9,419.95,409.55,416.2,1164963599
19-Jan-14,12.25,13.55,11.15,13.55,1541282.85
19-Jan-14,796,801.95,760.2,768.55,5850765.55
19-Jan-14,1370.4,1372.85,1350.05,1362.45,2026451455
19-Jan-14,307.1,307.65,297.7,299.35,706326677.7
19-Jan-14,130,132.95,128.3,130,762553.35
19-Jan-14,106.95,106.95,101.65,103.15,228799.65
19-Jan-14,365,370,361,361.85,5457325
19-Jan-14,140.35,142,170.6,179.3,1484299.4
19-Jan-14,526.8,528,502.2,511.65,8206647.9
19-Jan-14,39.3,39.9,38.2,38.8,293210.65
19-Jan-14,252.95,258,250,252.65,9481007.9
19-Jan-14,3025,3050,2991,2991.75,540396.01
19-Jan-14,17850,17985,17751.95,17913.8,6032165.85
19-Jan-14,1430,1453,1377,1417.45,11429727.1
19-Jan-14,21.3,22.1,21.15,21.55,12841352.6
19-Jan-14,315,315,295.4,296.2,7323125.5
19-Jan-14,149.2,152,146.45,151.05,11781205.3
19-Jan-14,175.85,177.4,170.3,173.5,219777378.9
19-Jan-14,480,485.55,470,482.05,21144000
19-Jan-14,106.65,109.5,105.8,108.65,78515516.8
19-Jan-14,132.5,134.25,128.1,131.4,52619954.4
19-Jan-14,82.5,83.75,81.7,83.5,135076707.5
19-Jan-14,1226,1250,1210.1,1215.1,1359696.2
19-Jan-14,1162.75,1164,1162.75,1163.98,4236888.3
19-Jan-14,1162.1,1162.1,1162.1,1162.1,116210
19-Jan-14,1115,1115,1115,1115,27875
19-Jan-14,1209,1209,1202.6,1202.6,169890
19-Jan-14,1277,1280,1276,1280,511343
19-Jan-14,230.5,242.9,228.1,241.4,1272268534
19-Jan-14,1250.95,1308.8,1244.3,1301.8,2963888427
19-Jan-14,1005,1005,1004,1004,100409
19-Jan-14,1021.01,1069.99,1021.01,1064.5,51259.07
19-Jan-14,266.2,276,265.3,274.95,400376636.3
19-Jan-14,104.75,106.95,102.5,103.35,9146200
19-Jan-14,347.45,355,340.8,353.6,6574941477
19-Jan-14,835.25,837.5,815,827.6,91442508.65
19-Jan-14,414.8,437.35,409.05,429.7,3145486752
19-Jan-14,116,120.7,113.95,119.8,260598345.6
19-Jan-14,3950.6,3989,3913,3969.05,4113474.7
19-Jan-14,5.65,5.65,5.65,5.65,11633.35
19-Jan-14,60,61.35,59.5,60.55,146787090.2
19-Jan-14,2752.5,2800,2752.5,2800,581371.4
19-Jan-14,101.1,103.35,99.2,102.3,1064977012
19-Jan-14,59,59.35,57.45,58,1116480385
19-Jan-14,58.95,59.6,57.25,58.7,1017276934
19-Jan-14,4923,4950,4923,4950,59267.11
19-Jan-14,8451.01,8451.01,8431,8431,202420.05
19-Jan-14,4850.01,4880.01,4850.01,4880.01,14610.02
19-Jan-14,8040,8040,7951.42,8040,88350.42
19-Jan-14,5140.01,5230,5140.01,5230,41640.04
19-Jan-14,8265.01,8300,8265.01,8281,289831.08
19-Jan-14,5210.01,5239,5210.01,5239,41796.04
19-Jan-14,8400,8400,8400,8400,33600
19-Jan-14,5080,5080,5080,5080,50800
19-Jan-14,8398,8398,8390,8390,167832
19-Jan-14,5347,5350,5347,5350,96258
19-Jan-14,8010.01,8040,8010.01,8025,385264.12
19-Jan-14,7785.01,7800,7785.01,7800,62340.04
19-Jan-14,108.97,109,108.2,108.5,228471.76
19-Jan-14,1610,1625,1608.05,1620.8,47444065.45
19-Jan-14,831,831,817,819.55,2416644.2
19-Jan-14,1439.95,1439.95,1383.6,1419.25,70301528.85
19-Jan-14,30,30.8,29.25,30.3,569215829.8
19-Jan-14,1024,1024,1019,1019,4086
19-Jan-14,1025,1025,1025,1025,10250
19-Jan-14,313,323,310.65,317.85,2568797.3
19-Jan-14,866,866,835,840.6,23169387
19-Jan-14,306.9,312.8,302,311.5,515545466.8
19-Jan-14,799,800.2,769,775.8,27901651.25
19-Jan-14,1150,1150,1150,1150,594550
19-Jan-14,1257,1257,1241.99,1247.5,256426.11
19-Jan-14,690,705,690,700.35,81969576.55
19-Jan-14,1028.03,1030.98,1028.03,1030,976259.43
19-Jan-14,1145,1145,1100.7,1100.72,13297.2
19-Jan-14,1030.05,1030.05,1030.05,1030.05,12360.6
19-Jan-14,1107.01,1107.01,1107.01,1107.01,16605.15
19-Jan-14,1030,1030,1025.5,1026.11,358777.38
19-Jan-14,1080,1082.99,1078.2,1079.88,807804.25
19-Jan-14,115.05,115.05,115,115.05,135363.85
19-Jan-14,49.05,49.5,47.55,48.05,1613522.7
19-Jan-14,80.25,82.2,79.5,81.35,28819333.15
19-Jan-14,674,680,645,659.8,69327808.75
19-Jan-14,1174.1,1250,1170,1204.65,6969766.2
19-Jan-14,27.65,30.6,26.9,29.4,20900914
19-Jan-14,142.4,144,138.15,142.45,111963764.2
19-Jan-14,143.65,146.7,177.6,144.7,1242914067
19-Jan-14,523.6,532,508.55,517.55,162948366.6
19-Jan-14,376.9,385.85,372.25,381.25,276291460.6
19-Jan-14,200.8,202.95,193.05,196.2,680652.95
19-Jan-14,429.15,433,425.5,430.65,10800716.25
19-Jan-14,1190.9,1215,1142,1210.6,251451127.6
19-Jan-14,95.5,96.25,95,95.67,55136486.16
19-Jan-14,120,123,116.3,120.95,903088.75
19-Jan-14,1138.8,1147.95,1114,1126.15,6814179.8
19-Jan-14,267.8,277.9,267.8,274.45,28280538.85
19-Jan-14,49.5,50.25,45.6,48,25072034
19-Jan-14,10.1,10.25,9.85,9.9,8038401.75
19-Jan-14,212.15,214,210.1,216.7,1472425.55
19-Jan-14,112.9,113.95,99,101.4,28453799.75
19-Jan-14,13.7,13.7,13.3,13.3,1614278.9
19-Jan-14,56.25,57.9,56,56.35,10121072.85
19-Jan-14,64,65.5,62.1,63.65,1171503.85
19-Jan-14,9.8,9.8,8.95,8.95,110159.1
19-Jan-14,229,229,216.25,223.05,3588450.1
19-Jan-14,1683,1692.25,1670.8,1684,835882350.1
19-Jan-14,1097,1097,1045,1062.25,5124087.85
19-Jan-14,142.6,144.75,141.55,143.75,435265378
19-Jan-14,351.45,361.7,350,352.5,30077863.45
19-Jan-14,70,73.9,68.85,72.7,1685100
19-Jan-14,370.2,374.88,367.51,374.81,78011.51
19-Jan-14,346,348.55,339.25,346.05,2630111707
19-Jan-14,1145,1147.9,1136,1143.45,3419578450
19-Jan-14,829.45,830.2,814,819.75,14121395.9
19-Jan-14,161.5,173.75,157.25,158,24639800
19-Jan-14,65,68.7,65,65.7,7614300
19-Jan-14,281,285.95,277,284.6,14383549.15
19-Jan-14,136.5,137.5,135.05,135.9,15767038.25
19-Jan-14,825.6,845.45,814.9,840.2,95909267
19-Jan-14,178,178.35,170.1,174.9,52902262.4
19-Jan-14,99.6,101,98,100,1487777.9
19-Jan-14,14.7,15.1,14.1,14.75,664145.5
19-Jan-14,22.85,23.4,22.85,23.15,17778735.55
19-Jan-14,379.9,389,375.8,385.95,1582532454
19-Jan-14,79,83,78.1,81.8,7420569.5
19-Jan-14,361,368,352.1,364.8,40436537.1
19-Jan-14,580,585.25,575.1,579.8,67222412.85
19-Jan-14,238.75,240,231.6,236.85,382434622.4
19-Jan-14,89.15,89.15,88.4,88.79,26140450
19-Jan-14,1275,1275,1275,1275,1275000
19-Jan-14,1127,1127,1127,1127,190463
19-Jan-14,1090,1090,1085.26,1090,6747110.49
19-Jan-14,1149.99,1150,1147,1149.99,1195947.47
19-Jan-14,1110,1110,1108,1109,1109622
19-Jan-14,1260,1299.9,1249,1260.34,2408125.6
19-Jan-14,1280,1280,1275,1275,1338765
19-Jan-14,1140,1140,1140,1140,135660
19-Jan-14,1139,1139.38,1139,1139.38,455638
19-Jan-14,739,755,717.3,723.95,57833717.65
19-Jan-14,17.15,14,16.5,16.6,1698989.4
19-Jan-14,276,277.5,271.1,274.55,7056517734
19-Jan-14,515,514,506.95,512.1,4213724.05
19-Jan-14,211.9,214,208.5,216.55,29345138.05
19-Jan-14,128.35,130,125.1,128.1,53642309.05
19-Jan-14,24.7,25.95,24.35,25.75,43515132.7
19-Jan-14,201,201,196.3,198.4,1495608.2
19-Jan-14,5.9,6,5.7,5.85,5314107.8
19-Jan-14,2750,2750,2727,2750,79613
19-Jan-14,1114,1114,1114,1114,11140
19-Jan-14,70.1,74.75,68.3,73.7,2442262.6
19-Jan-14,77.25,77.95,75.7,76.15,32285830.35
19-Jan-14,173.6,178.6,173.6,176.35,5951453.5
19-Jan-14,38,38.45,36.85,37.9,693981.85
19-Jan-14,17,17.95,16.95,17.6,823869.65
19-Jan-14,148.4,191.3,144.05,147.65,339347072.5
19-Jan-14,5.6,5.75,5.6,5.65,3141.65
19-Jan-14,4.8,5.15,4.75,5.05,17539.7
19-Jan-14,51,51,50,50,303000
19-Jan-14,77.15,79.7,75.45,75.95,199513923.5
19-Jan-14,198,202,195,199.55,2851560
19-Jan-14,410,447.3,405,423.45,10156938.25
19-Jan-14,540,541.25,522,525.95,15013328.9
19-Jan-14,10,10.2,9.55,9.95,2234019.8
19-Jan-14,105,108,100.25,104.1,1414040.65
19-Jan-14,314.05,329,315.2,326.15,26233135.3
19-Jan-14,204.8,210,201,203.3,11984014.35
19-Jan-14,516,517.5,507,510.05,17396544.15
19-Jan-14,2671.55,2714,2627,2687.85,20460756.9
19-Jan-14,6.55,6.85,6.55,6.8,38528.9
19-Jan-14,794,812,778.2,793.2,2720927462
19-Jan-14,114.05,119,111,119,877500
19-Jan-14,70,70.95,68.55,69.95,7982159.45
19-Jan-14,75.2,77.5,74.25,75.45,237462.9
19-Jan-14,386.7,392,379.2,381.85,41303393.05
19-Jan-14,155,158.7,151,157.75,337764641.6
19-Jan-14,263.05,265.4,250.25,264.15,4169922855
19-Jan-14,9.4,9.4,8.8,9.15,16852.2
19-Jan-14,201.05,207.4,195,202.55,41732598.55
19-Jan-14,622.95,630.95,608,622.55,56044057.2
19-Jan-14,88.05,92,86,87.55,63714147.9
19-Jan-14,134,138.75,131.2,136,1947246945
19-Jan-14,48.05,48.5,47.1,47.6,1507168.4
19-Jan-14,1140.3,1144.9,1103.7,1128.15,27522198.95
19-Jan-14,328.55,330.2,314.1,320.4,33108508.75
19-Jan-14,442,444.75,428,433.65,45234545.25
19-Jan-14,145,145,141,142.95,193933316.1
19-Jan-14,176,142.8,174.2,179.7,381941315.2
19-Jan-14,245.85,257.65,236.05,243.6,1486549.4
19-Jan-14,602.35,612.5,581,596.9,14260799.6
19-Jan-14,160.6,168.5,159.5,166.95,504486691.6
19-Jan-14,5.3,5.35,4.9,5.25,1143925.85
19-Jan-14,145,193.45,144.65,191.35,1150573.3
19-Jan-14,21.2,21.95,20.35,21.7,2098732128
19-Jan-14,15.9,16.05,15.75,15.75,80971314.9
19-Jan-14,78.5,78.5,75,75.35,331420.7
19-Jan-14,7.55,7.7,7.35,7.45,24907929.4
19-Jan-14,115.15,117.45,113.15,114,37403863.25
19-Jan-14,206.5,210.55,201.55,208.6,79729394.05
19-Jan-14,89.5,92.7,89.3,91.7,571788408.7
19-Jan-14,1768.35,1799,1755.2,1792.8,4479102.2
19-Jan-14,281.1,283.1,273.05,282.1,920452317.4
19-Jan-14,8.85,8.85,8.85,8.85,46117.35
19-Jan-14,900,916.6,852,879.95,1467260495
19-Jan-14,1949.95,2112.9,1943.4,2093.3,10720660229
19-Jan-14,259,259,245.75,249.7,33161734.15
19-Jan-14,307.7,317,301.5,315.95,3278464.58
19-Jan-14,565,578.25,537.35,556.65,4892233063
19-Jan-14,36.45,38.55,35.8,38.15,147471080.6
19-Jan-14,378,379.9,370.7,375.45,229230234
19-Jan-14,12,12,12,12,3055872
19-Jan-14,130.25,131.65,126.75,128.7,11651971.1
19-Jan-14,711.15,723.9,707.95,717.3,92767610.15
19-Jan-14,394.35,396,378.25,383.7,15332901.25
19-Jan-14,471.15,475.25,452,468.25,32586232.5
19-Jan-14,363,368.9,357,362.15,38871.1
19-Jan-14,134.95,138.75,131.05,135.5,23993032.1
19-Jan-14,232.6,250,232.6,247.55,3813644.35
19-Jan-14,10.15,10.3,9.95,10,143550.05
19-Jan-14,95.1,98.45,93.8,95.25,12448068.7
19-Jan-14,547.95,550,519.15,526.75,115609283.1
19-Jan-14,40.2,42.5,39,42.5,14143.8
19-Jan-14,115,117.5,114,115.35,267351598.9
19-Jan-14,4,4,4,4,41464
19-Jan-14,12.25,12.9,12,12.6,196892.1
19-Jan-14,1060,1108,1056.25,1096.05,104739697.5
19-Jan-14,151.4,151.9,147.2,149.1,20175638.75
19-Jan-14,30.6,31.3,30.3,30.85,5605554.75
19-Jan-14,328,342,325.05,342,1779668.1
19-Jan-14,364,370.7,356.55,359.8,150754591.9
19-Jan-14,45.45,45.75,44.55,45.3,9905741.55
19-Jan-14,52.5,52.5,52.5,52.5,210000
19-Jan-14,381.75,396.8,375.25,392.75,112058813.7
19-Jan-14,105,109.75,103.8,106.9,2122407.05
19-Jan-14,59.5,59.5,57.05,57.05,225257.6
19-Jan-14,59.55,62.95,59.55,60.95,404801.1
19-Jan-14,150,152.2,145.35,145.75,113132871.6
19-Jan-14,67.55,70,67.45,70,42049.8
19-Jan-14,2.7,2.7,2.7,2.7,3784598.1
19-Jan-14,708.25,714,700,705.15,9939629.55
19-Jan-14,62.25,62.85,56.95,60.55,1017816
19-Jan-14,26,27.25,25.75,25.9,62753.6
19-Jan-14,2492,2521.95,2455,2499.45,2939938.05
19-Jan-14,87.95,88,85.4,86.35,390106.35
19-Jan-14,1056,1100,1036,1068.2,12992226.1
19-Jan-14,340,344.95,321.35,333.45,7756326.1
19-Jan-14,584,607.95,584,596.05,270224954.3
19-Jan-14,372,386.7,366.2,377.4,33173408.65
19-Jan-14,382,400.05,372.5,391.7,39890973.45
19-Jan-14,1500,1500,1451.35,1470.6,2539515.05
19-Jan-14,298.7,303,294.5,298.2,10749398.5
19-Jan-14,1439,1460,1742,1774.15,21460127.15
19-Jan-14,14.25,14.5,14.25,14.3,2689745.1
19-Jan-14,304.3,311.8,295,302.3,33214950.4
19-Jan-14,79.4,82.45,77.95,81.8,21407260.15
19-Jan-14,141.3,143.85,138.5,142.85,20441524.9
19-Jan-14,369.3,376.95,366.4,372.75,79495799.3
19-Jan-14,74.05,74.75,72.55,73.4,20102590.25
19-Jan-14,1052.7,1063.9,1043.05,1060.55,4536229739
19-Jan-14,270.7,274,269.19,273.28,3273063.5
19-Jan-14,263.95,263.95,262.3,263.25,3193788.95
19-Jan-14,109,110.17,108.88,109.92,17293458.7
19-Jan-14,50.25,51,47,50.75,77260.5
19-Jan-14,365,371.9,364.7,369.75,615038.15
19-Jan-14,16.75,16.75,16.2,16.3,609487.45
19-Jan-14,28.25,29.5,27.85,27.9,1653790.4
19-Jan-14,209.8,212.55,201.05,204.9,5598207.2
19-Jan-14,191.65,197.5,191.05,196.65,268825958.8
19-Jan-14,799,819.5,795,811.35,26906938.7
19-Jan-14,616.9,649,610.85,629.65,227784923.1
19-Jan-14,145,145,142,142.1,394242.5
19-Jan-14,120.85,124.05,114,121.05,66163072.1
19-Jan-14,32.05,32.4,32.05,32.4,257800
19-Jan-14,895,900,879.15,893.65,17148398
19-Jan-14,510.3,516.6,504,510.6,126233647
19-Jan-14,0.35,0.35,0.35,0.35,547251.95
19-Jan-14,15.8,17.25,15.65,17.25,35919217.4
19-Jan-14,379.9,382,373.35,375.55,25287328.25
19-Jan-14,145.55,148.5,145.1,145.8,1944371.9
19-Jan-14,158.5,160.95,156.5,158.85,579470694.9
19-Jan-14,103.85,104.25,99.6,100.95,138355442.6
19-Jan-14,172,172.75,169.55,172.25,425835463.2
19-Jan-14,980.09,980.09,980.09,980.09,39203.6
19-Jan-14,1647,1650,1647,1650,100589
19-Jan-14,970.04,971.07,970.04,971.06,87343.24
19-Jan-14,1607,1620,1607,1620,469050
19-Jan-14,1046,1047.05,1045.04,1047.05,83684.56
19-Jan-14,1682.5,1694,1682.5,1687,560208.5
19-Jan-14,50.75,50.95,49.2,49.95,547394.25
