Date,Open,High,Low,Close,Volume
19-Jan-14,30,30.7,29,29.85,3401953.85
19-Jan-14,141.65,143.35,138.5,141.65,68692669.9
19-Jan-14,911.95,911.95,892,903.05,30676885.75
19-Jan-14,73.7,73.7,70.4,71.2,928428.4
19-Jan-14,642,699,641.05,664.6,56484647.65
19-Jan-14,176.8,176.8,169.05,173.85,11173204.9
19-Jan-14,540.8,546,535,543.65,32661940.05
19-Jan-14,15.45,15.45,15.45,15.45,92700
19-Jan-14,6080,6160,6050,6116.9,13053949.05
19-Jan-14,1.25,1.25,1.25,1.25,36586.25
19-Jan-14,292.5,296.8,285,289.7,56726693.05
19-Jan-14,119,119,119,119,357000
19-Jan-14,126,126,124,124,120190
19-Jan-14,1030,1045,983,1007.5,10962313.35
19-Jan-14,250.55,257,246.05,249.1,7667629.5
19-Jan-14,552.2,563.5,551.2,562,691648223.3
19-Jan-14,110,112.7,110,112.7,222.7
19-Jan-14,361,370,341.2,351.85,230677.15
19-Jan-14,109,120.99,109,119.25,43159.46
19-Jan-14,228.9,243.2,228,237.45,33065103.25
19-Jan-14,424.95,452.8,424.95,450.45,30894946.65
19-Jan-14,540.55,548.65,532,536.35,24041129.25
19-Jan-14,1000,1000.01,999.99,1000,860149904
19-Jan-14,2.2,2.2,2,2,13013891.9
19-Jan-14,9.65,9.65,9.05,9.15,1473632.15
19-Jan-14,71.65,72.35,70,71,5046091.8
19-Jan-14,35.6,35.6,32.3,35.45,1714501.7
19-Jan-14,234,238.4,234,237.6,7200210.35
19-Jan-14,83.32,83.32,83.27,83.32,10412.5
19-Jan-14,5.2,5.35,5.05,5.1,40692.25
19-Jan-14,3.5,3.5,3.5,3.5,177023
19-Jan-14,1362,1378.65,1353.5,1371.45,2916497487
19-Jan-14,1099,1127.5,1075.05,1114.4,205207616.8
19-Jan-14,999.6,1003.15,980.25,996.8,14530914.45
19-Jan-14,2035.75,2060,2017.85,2051.55,6854692.7
19-Jan-14,777.15,777.15,757.55,760.9,9927574.15
19-Jan-14,925,926,906.4,924.1,1234469499
19-Jan-14,1501,1530,1501,1525.3,103712205.8
19-Jan-14,7.05,7.2,6.95,7,5328020.55
19-Jan-14,68.4,69.55,66.5,67,7682042.9
19-Jan-14,37.95,38.35,37.3,37.7,6068761.25
19-Jan-14,760,768.3,748.3,765.4,1517990916
19-Jan-14,474,479.9,464.4,468.6,897619315
19-Jan-14,1085,1085,1085,1085,16275
19-Jan-14,22.15,23.19,22.01,22.85,1327320.46
19-Jan-14,9.9,9.9,9.9,9.9,871.2
19-Jan-14,103.5,103.85,101.5,103.57,935196.2
19-Jan-14,161.95,165.8,150.15,158.7,4851560.85
19-Jan-14,72.85,72.85,68.5,70,2781953.45
19-Jan-14,34.2,34.45,32.5,33.3,6312949.4
19-Jan-14,47.4,48.7,46.3,47.8,38138489.85
19-Jan-14,157,159.5,153.15,154,3789789.95
19-Jan-14,141,141,172,174.7,162204758.6
19-Jan-14,15.55,16.2,15.4,15.45,1557913.75
19-Jan-14,21.35,21.35,20.9,21,25959612.05
19-Jan-14,100.45,103,94.5,100.9,12849716.05
19-Jan-14,170,170,165,165,1688750
19-Jan-14,239.75,243.5,236.5,240.85,36129895
19-Jan-14,519.9,533.2,512.15,529.65,30158199.3
19-Jan-14,500,507.35,491.15,492.2,42727264.95
19-Jan-14,2727.5,2779,2711.25,2761.25,4557376.25
19-Jan-14,511.6,527.5,507.5,520.75,24028391.6
19-Jan-14,935.15,959.95,914,926.2,142475839.6
19-Jan-14,512.15,537.9,508.5,532.55,82478956.85
19-Jan-14,43.5,43.9,42.5,42.95,1912932.55
19-Jan-14,17,17,16.5,16.5,921265.8
19-Jan-14,21.5,21.5,19.6,20.7,1641033.35
19-Jan-14,71,75.4,69.25,70.35,13043977.4
19-Jan-14,39.7,42.5,39.7,41.65,1411933.9
19-Jan-14,37.5,37.9,36.7,37.45,14492910.4
19-Jan-14,115.6,120.7,112.7,119.65,1203402272
19-Jan-14,8.4,8.4,7.65,7.75,1266643.1
19-Jan-14,192.15,194,146,148.15,14859730.8
19-Jan-14,77.2,77.9,75,75.7,10342494.7
19-Jan-14,433,433,414.2,416.55,15883889.55
19-Jan-14,37.6,37.6,36,36.6,512174.15
19-Jan-14,143.6,148,138.55,144.55,65955882.4
19-Jan-14,67.3,68.9,66.25,67.5,35419505.95
19-Jan-14,437.85,440,424.55,427.95,30719975.3
19-Jan-14,56.55,56.65,52.95,53.9,3836669.7
19-Jan-14,46.2,47.55,44.6,44.95,2337376.85
19-Jan-14,585.95,603.95,580,587.35,2207630.8
19-Jan-14,314,315.5,310.2,314.1,152752274.6
19-Jan-14,44.25,44.9,43.1,44.4,157214451.5
19-Jan-14,9325,9396,9282,9323.95,5057756683
19-Jan-14,623.3,640,615,626.05,50732575.4
19-Jan-14,71.9,71.9,71.9,71.9,5752
19-Jan-14,400,428.7,395.15,425.9,328008394.4
19-Jan-14,900.05,928.95,900.05,911.95,320739.05
19-Jan-14,70.6,70.6,66.1,66.5,13485772.05
19-Jan-14,119,120.7,113.5,117.25,36029410.15
19-Jan-14,84.95,87.5,84.75,86.4,8627531.1
19-Jan-14,525,525,511.7,517.6,10704030.05
19-Jan-14,488.5,508,481,487.35,7762873.25
19-Jan-14,54.75,54.75,54.75,54.75,164250
19-Jan-14,63,64,60.55,61.25,2748514.55
19-Jan-14,26,26.4,25,25.65,1423381.5
19-Jan-14,46.6,48,46.05,46.25,3733343.2
19-Jan-14,3690,3731,3633.9,3713.95,1294717062
19-Jan-14,300,300,300,300,240000
19-Jan-14,144.5,146.45,178.1,140.65,74574148.9
19-Jan-14,837.55,848,833,836.6,343412562.4
19-Jan-14,15.5,15.5,15.05,15.3,594635.8
19-Jan-14,106.95,109.9,106,109.2,237330267.4
19-Jan-14,3.8,3.9,3.8,3.9,113094.2
19-Jan-14,109,114,106.55,112.85,17365478.1
19-Jan-14,92.95,94.35,91.55,93.05,28740777.25
19-Jan-14,42.25,43,41.1,42.85,88125267.75
19-Jan-14,1470,1515,1463.3,1487.4,69254089.45
19-Jan-14,36.5,38.5,36.3,36.95,930727.45
19-Jan-14,3.6,3.95,3.6,3.65,434300.15
19-Jan-14,550.85,558.3,545.05,548.4,239559005.7
19-Jan-14,1052,1052.5,1024.8,1044.85,314558432.3
19-Jan-14,366.3,373.5,361.55,368.5,7039256.45
19-Jan-14,9.4,9.4,8.8,8.9,1981702.6
19-Jan-14,77,77,76.2,76.88,330852.33
19-Jan-14,29.2,29.9,28.5,28.75,581400
19-Jan-14,208,211.25,204.9,208.3,62368353.95
19-Jan-14,1309.8,1314.15,1270.55,1291.15,117173334.2
19-Jan-14,81,81.75,77,80.3,5878245.35
19-Jan-14,685,706,671.2,702.4,1656834551
19-Jan-14,48.9,49.7,47,48.5,34964568.35
19-Jan-14,153.2,154,150,151.2,44915338.35
19-Jan-14,98,98,82,82,1678700
19-Jan-14,1120,1130.15,1105.3,1120.1,14696721.05
19-Jan-14,64.85,65.15,63.6,64.2,65466273
19-Jan-14,41.35,41.8,40.1,41.1,12557969.6
19-Jan-14,389,391.55,377,379.6,3099860.45
19-Jan-14,241,244.65,237.2,239.4,106295935.2
19-Jan-14,51.5,51.5,48,48.3,2948850
19-Jan-14,71.6,75.2,71.6,71.75,1330357.6
19-Jan-14,334.1,374,334.1,354.35,97674822.3
19-Jan-14,29.5,29.9,28.75,29,21643687
19-Jan-14,2577.1,2610,2550,2594.45,14417615.45
19-Jan-14,561,581.6,561,577.65,15675294.5
19-Jan-14,55.1,56.65,54.1,54.75,1411944.05
19-Jan-14,39.55,42.15,38,41.45,196637810.2
19-Jan-14,5.35,5.65,5.3,5.3,1439142.85
19-Jan-14,378.3,384.95,374.55,382.3,415576020.7
19-Jan-14,1398.45,1443.6,1398.45,1419.7,122142101.4
19-Jan-14,41.15,43.2,40.5,41.95,429479.15
19-Jan-14,795,800.55,762,789.55,168444214.9
19-Jan-14,646,656.3,640.5,650.8,5108712.9
19-Jan-14,147.5,147.5,147.5,147.5,295000
19-Jan-14,69100,69399.9,68500,69156,532351627.2
19-Jan-14,35,35,35,35,3500
19-Jan-14,126,127.5,124,125.95,127251086.7
19-Jan-14,25.9,25.9,23.7,23.95,441264.85
19-Jan-14,55.9,57.8,55,57.7,7354467.45
19-Jan-14,26.25,26.5,25.15,25.95,54401570.65
19-Jan-14,51.35,53.85,50.4,52.2,2269744.8
19-Jan-14,91.9,93,90.25,91.25,19274242.35
19-Jan-14,7.7,7.7,7.7,7.7,308
19-Jan-14,92.65,95,92.05,93.9,5578389.1
19-Jan-14,84.65,91.8,83,88.2,72006357.05
19-Jan-14,281,287,279.4,283.05,20831428.7
19-Jan-14,47.25,48.1,44,46.3,7604481.05
19-Jan-14,809,855,809,825.6,51065014.7
19-Jan-14,431.2,437.8,424.55,434.25,168439817.7
19-Jan-14,999,1014,995,1014,102726.5
19-Jan-14,998.11,999,998.1,998.2,299458.1
19-Jan-14,482,500,482,491.33,691489.15
19-Jan-14,1172.4,1177,1172.4,1177,1078700
19-Jan-14,57.9,58.9,56,56.65,6528140.6
19-Jan-14,23.45,24,22.9,23.7,25554674.95
19-Jan-14,4.35,4.45,4.15,4.25,3975572.95
19-Jan-14,48,48.95,47.15,47.15,1280048.5
19-Jan-14,41.8,41.8,39,39.75,461387.6
19-Jan-14,196.8,196.8,191.3,193.7,1514199.8
19-Jan-14,106.8,108,93.9,104.45,8613917
19-Jan-14,77,80.95,73.25,76.9,15059403.15
19-Jan-14,121.95,124.5,119.3,122.4,6145222.9
19-Jan-14,0.6,0.6,0.5,0.5,453314.3
19-Jan-14,90,90,90,90,140000
19-Jan-14,1004,1030,1004,1022.4,294355067.2
19-Jan-14,535,547,530.1,538.8,88125260.45
19-Jan-14,75.9,77.3,74.65,77,650364576.3
19-Jan-14,42.9,42.9,40.55,41.25,2998419.8
19-Jan-14,1384.95,1414.95,1371.3,1406.55,35179665.2
19-Jan-14,799.95,805,783.7,790.55,21064464.3
19-Jan-14,199,201.75,195.3,199.8,47205746.75
19-Jan-14,155.15,158,155.05,156.8,4313555.9
19-Jan-14,237,241.6,234,240.3,147408819.1
19-Jan-14,1404,1442,1728,1791.25,1371170.45
19-Jan-14,165,171.3,162,164.7,67973026.6
19-Jan-14,123.25,127.4,121.2,126.7,806964087.5
19-Jan-14,284,286.3,279.2,282.6,35434078.4
19-Jan-14,1953.55,2051.2,1482.05,2049.7,5125432.65
19-Jan-14,153,157.3,152,154.25,10367623.4
19-Jan-14,46.1,46.95,45.55,45.9,2165602.9
19-Jan-14,31.4,31.4,30.8,31.15,1944701.05
19-Jan-14,34.3,34.75,33.45,34.55,13630076.05
19-Jan-14,94.55,96.95,92.25,93.4,12550399.85
19-Jan-14,124.9,126.4,121.55,124.2,11561071.45
19-Jan-14,608,625,602.05,612.65,32919775.25
19-Jan-14,7800,7800,7667,7680.65,146752525
19-Jan-14,54.8,55.45,53.8,54.6,48567028.25
19-Jan-14,875.2,884.15,875.2,880.8,14129734.75
19-Jan-14,14.75,19.95,14.75,19.05,409838.85
19-Jan-14,69.5,71,69,69.7,62852036.4
19-Jan-14,290.4,290.9,287.05,289.6,11285361.5
19-Jan-14,1095,1097,1094.01,1097,1205301
19-Jan-14,1179.99,1140,1178,1178.41,2255782.76
19-Jan-14,1273.25,1275,1273,1273.8,2798833.72
19-Jan-14,1114,1122,1114,1121.67,117757
19-Jan-14,1171.01,1174.99,1171,1171,199130.65
19-Jan-14,1079,1079,1079,1079,14027
19-Jan-14,6440,6440,6400.5,6404.73,646592.25
19-Jan-14,6420,6420,6420,6420,898800
19-Jan-14,29.6,30,29.3,29.85,177792937.2
19-Jan-14,1463,1463,1463,1463,14630
19-Jan-14,1322.15,1322.15,1322.14,1322.14,165268.68
19-Jan-14,609,611.95,605,606.5,8572933.05
19-Jan-14,28.15,28.8,28.1,28.6,98507.15
19-Jan-14,117.9,114.31,117.4,114.24,121403.02
19-Jan-14,1111.3,1124.57,1111.3,1121.84,30904895.89
19-Jan-14,110,112,110,111.7,3061633.81
19-Jan-14,105.15,107.85,104.5,106.55,79123844.45
19-Jan-14,694.9,734.25,682.85,728.05,1606812342
19-Jan-14,24,24.55,23.65,24,39314202.65
19-Jan-14,1902.5,1945,1462.5,1930,74982012.55
19-Jan-14,940,955,920,924.15,1356846.05
19-Jan-14,106.6,110.9,106.6,109.65,28996768.4
19-Jan-14,14,14,16.65,16.9,3877774.2
19-Jan-14,7.4,7.4,6.9,6.95,2747821.7
19-Jan-14,111.9,111.9,109.75,111.2,8219590.05
19-Jan-14,51,52.9,49.35,50.8,71337.95
19-Jan-14,105.25,105.9,103.4,104.65,52642214.3
19-Jan-14,145,146.9,143.2,146.4,398966523.7
19-Jan-14,203,207.7,197.5,202.45,223507588.6
19-Jan-14,12.65,12.65,12.05,12.45,953355.95
19-Jan-14,6.75,6.75,6.7,6.7,21540
19-Jan-14,538,549.95,531.05,538.05,10257974.15
19-Jan-14,162,163.6,160.1,161.55,19304190.35
19-Jan-14,1382.05,1399.85,1359,1371.65,475484.9
19-Jan-14,4.7,5,4.7,4.9,105108.4
19-Jan-14,172.05,173.45,170.2,172.75,548685145.2
19-Jan-14,1199,1199,1105.6,1150,4604.6
19-Jan-14,1296.6,1296.6,1276.5,1276.54,968751
19-Jan-14,13.6,13.65,13.6,13.61,538325.49
19-Jan-14,469.9,474,440.1,459.2,17459141.95
19-Jan-14,1.65,1.65,1.65,1.65,131315.25
19-Jan-14,49.89,50.03,49.83,49.9,12217.54
19-Jan-14,501,511.9,497.1,507,43543871.4
19-Jan-14,1287.8,1344,1260,1303.05,17378740.8
19-Jan-14,1420.1,1424.9,1376.25,1398.4,10608679.9
19-Jan-14,4008.4,4149,3993.8,4094.05,68773855.05
19-Jan-14,375,379,371.55,374.65,141392775.1
19-Jan-14,57,57,53.25,54.4,10892749.95
19-Jan-14,5.2,5.2,4.75,4.75,514447.2
19-Jan-14,115.4,124,115,119.55,81356043.8
19-Jan-14,228.85,229.6,227.25,228.35,46110069.45
19-Jan-14,72.9,74,70.4,72.05,8697258.8
19-Jan-14,66.1,67.3,65.1,65.8,14941581.5
19-Jan-14,26.15,26.5,25.25,25.8,22680.65
19-Jan-14,90.15,90.5,89,89.1,3949900
19-Jan-14,194.15,196.15,192,193.7,978460929.4
19-Jan-14,59.5,59.6,56.35,57.7,41494576.2
19-Jan-14,120,122.9,119,120.7,3472610.2
19-Jan-14,278.4,278.4,266.95,278.25,14849100.3
19-Jan-14,9.7,9.75,9.3,9.55,2945569.65
19-Jan-14,160,165.75,156,164.15,3486995.35
19-Jan-14,19.5,19.95,19,19.65,7557730
19-Jan-14,66.1,67.85,65.3,66.75,81940443.8
19-Jan-14,52.7,52.95,50.1,51.15,6911272.35
19-Jan-14,16.25,17.4,16,16.6,124853.75
19-Jan-14,120.6,123.6,119.8,122.8,145294546.4
19-Jan-14,312.05,320.05,307,315,6736757.5
19-Jan-14,167.95,169.15,166,167.4,9969951.4
19-Jan-14,56.85,60.45,55.15,59.9,171421949.1
19-Jan-14,144,190,144,190,57660
19-Jan-14,49.95,50.5,48,48.85,14033292
19-Jan-14,170,171.9,165.5,166.45,7851603.95
19-Jan-14,1939.95,1943.95,1911.25,1921.9,5971127.2
19-Jan-14,32.8,34.25,31.25,32.65,451777.7
19-Jan-14,24,24.3,23.35,23.55,472763.95
19-Jan-14,8.85,8.85,8.85,8.85,39435.6
19-Jan-14,22222,22346.25,21900,22050.8,247951680.2
19-Jan-14,81,83.8,79,80.55,137959.7
19-Jan-14,97.05,111.2,96.95,107.75,23420000.95
19-Jan-14,268.8,274.65,261.25,270.6,109439941
19-Jan-14,143.5,147.5,143,147.5,1625600
19-Jan-14,240,241.8,230,234.35,24012938.85
19-Jan-14,12,12.6,11.65,12.25,994574.05
19-Jan-14,23.15,23.15,23.15,23.15,138900
19-Jan-14,350.5,350.5,342.1,346.75,7358747.4
19-Jan-14,7.85,8.25,7.85,8,128158
19-Jan-14,15.45,15.7,15.2,15.2,5812863.2
19-Jan-14,280.5,280.5,272,274.9,71959255.7
19-Jan-14,26.15,26.15,25,25.1,7683353.65
19-Jan-14,76,76,76,76,121600
19-Jan-14,80,81.95,78.6,80.6,38135304.35
19-Jan-14,82.85,83.1,80,81.2,6324228.55
19-Jan-14,28.5,28.75,27.5,27.9,484514.6
19-Jan-14,20.2,20.2,14.85,14.9,347060.9
19-Jan-14,583.95,592.35,574.25,587.35,2483341767
19-Jan-14,29.8,29.8,27.75,27.95,2257524.5
19-Jan-14,22.15,22.15,20.15,20.25,354256.7
19-Jan-14,325.05,340,320.1,333.2,7501595.95
19-Jan-14,14.6,16.4,14.6,15.75,506414.25
19-Jan-14,39,39.95,39,39,528769.85
19-Jan-14,2770,2810,2742.35,2793.95,315414290.5
19-Jan-14,65.25,66,62.7,63.6,46778775.1
19-Jan-14,35.45,36.85,34.3,36.05,37131012.45
19-Jan-14,105.5,109.7,103,105.7,10621302.2
19-Jan-14,25.35,25.35,25.35,25.35,152100
19-Jan-14,747,774.9,747,769.1,109079310.2
19-Jan-14,130,135.55,130,133,362966.65
19-Jan-14,233.55,238.2,231.75,237.05,836471500.6
19-Jan-14,119.4,122.05,119.05,120.2,640052773.8
19-Jan-14,1093,1093,1092.5,1092.5,1603398.7
19-Jan-14,1164.99,1165,1164.99,1164.99,230669
19-Jan-14,1125,1125,1125,1125,22500
19-Jan-14,1268,1276,1268,1270.05,2991051.05
19-Jan-14,2099.75,2138.9,2080.2,2123,70117701.05
19-Jan-14,111,113,105.85,108.6,25719254.35
19-Jan-14,37.15,37.4,36.6,36.65,33258085.55
19-Jan-14,442,442,416,422.7,25987223.85
19-Jan-14,9424.25,9449.9,9310,9415.9,83633627.95
19-Jan-14,132,137.95,131.2,132.9,2361254.75
19-Jan-14,1272.3,1328.75,1240,1301.45,1430027583
19-Jan-14,592,615,592,606.8,46539879.85
19-Jan-14,893,898,888,890.35,165455093
19-Jan-14,994.3,1014,980.5,997.15,350474530.9
19-Jan-14,3088,3088,3030.6,3086.3,4378638.5
19-Jan-14,16.25,16.75,15.5,15.85,735152.65
19-Jan-14,38.5,38.9,37,37.85,11045961.8
19-Jan-14,200.05,206.85,198.8,203.65,2810215.35
19-Jan-14,41.6,41.6,38.15,39,3057720.55
19-Jan-14,95.1,97.05,94.1,95.35,5322749.15
19-Jan-14,675,680,619.15,621.45,37153343.65
19-Jan-14,240.5,245.5,237.3,239.55,5032467.65
19-Jan-14,170.8,178,169.35,176.4,3757406128
19-Jan-14,45.75,46.2,44.8,45.4,14137530.85
19-Jan-14,1300,1315.85,1283.05,1304.15,166765472.4
19-Jan-14,24.25,24.25,23.25,23.85,305201.55
19-Jan-14,192.8,193.45,149.2,191,19962300.3
19-Jan-14,6.8,7.05,6.8,6.9,98584
19-Jan-14,1141,1197,1093.6,1148.3,2722765.15
19-Jan-14,308.1,314.55,300,304.5,2428364.5
19-Jan-14,227.6,230.2,227.6,229.85,9790964.75
19-Jan-14,405,417,405,411.75,41153028.45
19-Jan-14,266.95,268.5,260,265.3,3301194.25
19-Jan-14,536,550,533.3,543.7,15638404.5
19-Jan-14,143.35,143.4,178.25,140.2,989997.1
19-Jan-14,197,198,194.3,196.1,892068297.5
19-Jan-14,880,886.5,863.95,874.3,14459534.85
19-Jan-14,640,655,622.85,640.95,31431969.25
19-Jan-14,214.6,215.5,208.45,212.45,14494462.55
19-Jan-14,4.05,4.05,4.05,4.05,56367.9
19-Jan-14,16.6,17.4,16.25,17.1,1790576.35
19-Jan-14,113.2,115.15,110.6,112.9,129405485.4
19-Jan-14,235.4,245.8,233.15,242.3,885594895.6
19-Jan-14,8.05,8.05,8.05,8.05,953425.9
19-Jan-14,9,9,8.7,8.7,3025131.75
19-Jan-14,123.9,128.9,122,125,3779914.1
19-Jan-14,86.8,88.65,84.05,84.35,327335.7
19-Jan-14,273.8,284.95,272.05,274.9,5411670.75
19-Jan-14,446.1,446.85,437.3,441.85,4020398.9
19-Jan-14,35.35,35.5,33.6,34.25,1714221.9
19-Jan-14,40.2,42.95,40.2,40.9,271306.6
19-Jan-14,71.95,71.95,69.1,70.1,3428825.9
19-Jan-14,311.9,315,302.25,310.8,59527778.1
19-Jan-14,119.25,121,115,117.1,20241415.4
19-Jan-14,52.9,55.5,50.75,54.35,8051591.95
19-Jan-14,139.4,147.5,136.6,141.9,280892334
19-Jan-14,6.65,6.65,6.35,6.5,824120.55
19-Jan-14,63.6,63.9,60.1,61.05,23068929.9
19-Jan-14,47.1,47.85,47,47.35,2520353.1
19-Jan-14,5.1,5.2,4.9,4.9,164594.3
19-Jan-14,568.9,573,560,569.2,28129048.9
19-Jan-14,403,413.71,403,411.85,8955404.57
19-Jan-14,115,116.35,113.5,115.9,150917485
19-Jan-14,56.5,57.9,56.2,56.9,681911.9
19-Jan-14,54,54,54,54,216000
19-Jan-14,472.95,478,470,472.15,2086195.2
19-Jan-14,23.9,24.05,23.1,23.55,45308213.65
19-Jan-14,147.1,151.7,143.6,147.65,55553856.2
19-Jan-14,90.05,90.05,89,89,1798000
19-Jan-14,8.55,8.8,8.5,8.5,1133541.95
19-Jan-14,1464.8,1484.1,1455.05,1469.05,153468326.2
19-Jan-14,1323.9,1339.7,1316,1338.05,514587.9
19-Jan-14,1169.2,1169.2,1169.2,1169.2,2338.4
19-Jan-14,1044.75,1061.25,1025.3,1052,63901790.25
19-Jan-14,344.95,356.5,342,351.9,274281226
19-Jan-14,3.45,3.45,3.45,3.45,26565
19-Jan-14,341,369.85,337.45,365.55,1737729382
19-Jan-14,401,412,389.15,394.85,13072282.6
19-Jan-14,414.8,438,410,432.35,1642635045
19-Jan-14,4,4.05,3.85,3.85,1637147.35
19-Jan-14,828.6,834.8,815.5,821.95,352226162.3
19-Jan-14,2.7,2.7,2.7,2.7,25620.3
19-Jan-14,0.85,0.85,0.75,0.75,1367845.5
19-Jan-14,52.5,52.8,50.5,51.85,2059513.75
19-Jan-14,59.35,60.2,59,59.5,1257797.75
19-Jan-14,46.05,49.2,46.05,47,28323.25
19-Jan-14,265.95,269.4,262.05,266.8,110379681.4
19-Jan-14,34.75,34.75,33.25,33.75,2581982.8
19-Jan-14,265.2,269.95,258,262.3,8778239.7
19-Jan-14,786.1,800,771.55,785.55,109315629.9
19-Jan-14,303,311,299,304.7,49558744.65
19-Jan-14,520,522.2,502.55,511.05,11398252.6
19-Jan-14,3.75,3.75,3.75,3.75,750
19-Jan-14,221.15,229.4,221,223.4,24929730.65
19-Jan-14,2.65,2.7,2.65,2.65,13463
19-Jan-14,7.25,7.25,7,7.05,2936954.45
19-Jan-14,623.9,634.65,577.05,582.6,7028939.35
19-Jan-14,2359,2359,2212.25,2249.75,6483675.2
19-Jan-14,1040,1070,1040,1062.65,11988045.6
19-Jan-14,1075,1086.3,1056.6,1081.9,399799382.1
19-Jan-14,1134,1134,1090.05,1105.65,6140095.3
19-Jan-14,528.5,534.75,514.7,523.3,651263356.4
19-Jan-14,102.25,103.5,98.8,101.25,504757882.5
19-Jan-14,28.8,29.95,27.75,29.45,3472387568
19-Jan-14,153.1,158.4,152.9,156.45,821688785.4
19-Jan-14,1080.61,1085.2,1080.61,1085.2,311704.34
19-Jan-14,1099.65,1150,1099.65,1150,138715
19-Jan-14,1205,1210,1201.15,1201.15,542346
19-Jan-14,149.6,190,144.4,149.55,29335752.65
19-Jan-14,20.75,21.75,20.75,21.1,508252.85
19-Jan-14,8.65,8.65,8.65,8.65,17.3
19-Jan-14,667.4,670,630.45,638.2,20549048.9
19-Jan-14,521.9,534.6,511.9,529.25,4015541464
19-Jan-14,114.68,115,114.68,115,40561.4
19-Jan-14,53,58.6,52.63,52.82,2283343.67
19-Jan-14,29.17,29.31,29.17,29.31,3796.3
19-Jan-14,64,65,62,64.5,1142100
19-Jan-14,923,934.4,922.1,931.3,4233444944
19-Jan-14,1449,1449,1434,1438.1,134142
19-Jan-14,52.25,52.25,52.25,52.25,9295013.75
19-Jan-14,506.4,521.75,499.3,517.85,1755547759
19-Jan-14,504.37,504.37,504.37,504.37,504.37
19-Jan-14,96,96,87.1,90.15,303238.8
19-Jan-14,15.8,16.3,15.6,15.95,44778471.65
19-Jan-14,670.65,690.95,667.95,683.85,191302052.1
19-Jan-14,725,739,712,731,3950243.35
19-Jan-14,40.25,40.8,40.15,40.4,955765.8
19-Jan-14,705.25,730.25,705,717.65,1154002.65
19-Jan-14,81,83.65,79.65,81,46629088.1
19-Jan-14,990,990,990,990,4950
19-Jan-14,994.99,994.99,992.5,994.34,84495.65
19-Jan-14,996,999,996,998,771353
19-Jan-14,1000,1000,1000,1000,70000
19-Jan-14,94.7,95.75,91.75,93.55,65858581.65
19-Jan-14,561,567.35,546.15,560.75,302085687
19-Jan-14,324.9,335.95,324.75,328.85,15890498.05
19-Jan-14,21.45,22.05,20,20.25,926117.95
19-Jan-14,155,158.75,155,156.3,5656050
19-Jan-14,801.1,834.9,801.1,825.2,12216745.7
19-Jan-14,28,28,27,27.4,4675414.85
19-Jan-14,67.5,70.4,67.5,70.4,688400
19-Jan-14,695,707.8,680,702.25,7369769.3
19-Jan-14,300,303.4,291,293.5,110294715.2
19-Jan-14,49.7,50.55,47.95,49.9,525680449.1
19-Jan-14,192.55,205.9,149.05,195.35,32568339.25
19-Jan-14,6.5,6.9,6.5,6.65,233495.7
19-Jan-14,70.95,71.25,67.15,68.5,132384721
19-Jan-14,117.2,120,115.05,114.35,1391271.5
19-Jan-14,523.1,540,511,523.4,29048304.7
19-Jan-14,48.75,49.4,46.6,48.9,1142147168
19-Jan-14,304,312.9,296.8,306.75,13919874.4
19-Jan-14,16.9,16.9,16.9,16.9,16.9
19-Jan-14,81.65,82.75,80.1,81.15,19436693.05
19-Jan-14,402,402,380.15,385.3,9317459.55
19-Jan-14,45.7,45.7,43.85,44.85,1776106.65
19-Jan-14,7.15,7.25,6.8,7,2206614
19-Jan-14,7.4,7.55,7.3,7.4,50015142.65
19-Jan-14,402,408.7,395.05,404,3137312.05
